,order_id,store_id,store_name,store_segment,store_latitude,store_longitude,channel_id,channel_name,channel_type,payment_order_id,payment_method,payment_status,delivery_order_id,delivery_distance_meters,delivery_status,driver_id,driver_modal,driver_type,order_status,order_amount,order_moment_created,order_moment_in_expedition,order_moment_finished,hub_id,hub_name,hub_city,hub_state,hub_latitude,hub_longitude
6573,68983408,1057,IUMPICA ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68983408,ONLINE,PAID,68983408,5361.0,DELIVERED,13401.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,106.4,2021-01-03 22:36:25,2021-01-03 22:52:28,2021-01-03 23:11:14,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
6574,68983472,2188,RO PISMUAS ,FOOD,-25.4351398,-49.3167883,5,FOOD PLACE,MARKETPLACE,68983472,ONLINE,PAID,68983472,4171.0,DELIVERED,30257.0,MOTOBOY,FREELANCE,FINISHED,149.9,2021-01-03 22:36:34,2021-01-03 23:00:20,2021-01-03 23:19:42,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
6575,68983525,1324,PAZZI PIRPACO ,FOOD,-30.038145,-51.203520000000005,15,EATS PLACE,MARKETPLACE,68983525,ONLINE,PAID,68983525,1769.0,DELIVERED,15086.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,132.0,2021-01-03 22:36:43,2021-01-03 23:08:48,2021-01-03 23:30:10,3,GREEN SHOPPING,PORTO ALEGRE,RS,-30.037414899999998,-51.203520000000005
6576,68983539,623,SUPSIO ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68983539,ONLINE,PAID,68983539,1226.0,DELIVERED,12724.0,BIKER,FREELANCE,FINISHED,25.3,2021-01-03 22:36:46,2021-01-03 22:58:58,2021-01-03 23:09:13,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
6577,68983593,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68983593,"VOUCHER, ONLINE",PAID,68983593,3101.0,DELIVERED,18937.0,MOTOBOY,FREELANCE,FINISHED,46.6,2021-01-03 22:36:55,2021-01-03 22:54:29,2021-01-03 23:40:02,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
6579,68983696,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68983696,"ONLINE, ONLINE",PAID,68983696,1525.0,DELIVERED,6161.0,MOTOBOY,FREELANCE,FINISHED,103.4,2021-01-03 22:37:14,2021-01-03 23:04:32,2021-01-03 23:57:16,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
6580,68983696,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68983696,"ONLINE, ONLINE",PAID,68983696,1525.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,103.4,2021-01-03 22:37:14,2021-01-03 23:04:32,2021-01-03 23:57:16,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
6581,68983771,493,PAZZI ZUM ,FOOD,-23.5677027,-46.642043,5,FOOD PLACE,MARKETPLACE,68983771,"VOUCHER, ONLINE",PAID,68983771,734.0,DELIVERED,19696.0,BIKER,FREELANCE,FINISHED,105.8,2021-01-03 22:37:28,2021-01-03 22:55:58,2021-01-03 23:12:49,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
6583,68983815,416,IUMPICA ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68983815,ONLINE,PAID,68983815,597.0,DELIVERED,29451.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,84.9,2021-01-03 22:37:34,2021-01-03 22:59:03,2021-01-03 23:26:57,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
6584,68983901,2313,IPALUPAES ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68983901,DEBIT,PAID,68983901,1337.0,DELIVERED,4737.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,55.9,2021-01-03 22:37:46,2021-01-03 22:48:29,2021-01-03 22:56:39,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
6585,68983983,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68983983,ONLINE,PAID,68983983,640.0,DELIVERED,29638.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,147.3,2021-01-03 22:37:55,2021-01-03 23:00:09,2021-01-03 23:11:32,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6586,68984022,886,RC OUMILEES ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68984022,ONLINE,PAID,68984022,2772.0,DELIVERED,6161.0,MOTOBOY,FREELANCE,FINISHED,58.7,2021-01-03 22:37:59,2021-01-03 23:04:53,2021-01-04 00:07:28,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
6587,68984141,399,PIARO ,FOOD,-22.8843321,-43.283366,9,THINK PLACE,OWN CHANNEL,68984141,DEBIT,PAID,68984141,707.0,DELIVERED,14316.0,BIKER,FREELANCE,FINISHED,39.0,2021-01-03 22:38:11,2021-01-03 22:54:20,2021-01-03 23:10:35,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
6589,68984256,632,IPUPIEMAI ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68984256,ONLINE,PAID,68984256,3445.0,DELIVERED,28633.0,MOTOBOY,FREELANCE,FINISHED,156.9,2021-01-03 22:38:25,2021-01-03 22:56:23,2021-01-03 23:19:24,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
6590,68984365,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68984365,ONLINE,PAID,68984365,3893.0,DELIVERED,8182.0,MOTOBOY,FREELANCE,FINISHED,54.8,2021-01-03 22:38:44,2021-01-03 22:57:18,2021-01-03 23:12:19,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6591,68984397,886,RC OUMILEES ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68984397,ONLINE,PAID,68984397,2139.0,DELIVERED,23587.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,90.2,2021-01-03 22:38:50,2021-01-03 23:10:46,2021-01-04 00:16:06,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
6592,68984423,659,IPUPIEMAI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68984423,ONLINE,PAID,68984423,2167.0,DELIVERED,28565.0,MOTOBOY,FREELANCE,FINISHED,151.9,2021-01-03 22:38:54,2021-01-03 22:58:23,2021-01-03 23:14:44,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
6593,68984481,496,IUMPICA ,FOOD,-23.5630195,-46.652621,5,FOOD PLACE,MARKETPLACE,68984481,ONLINE,PAID,68984481,1022.0,DELIVERED,5800.0,BIKER,FREELANCE,FINISHED,140.4,2021-01-03 22:39:05,2021-01-03 23:00:39,2021-01-03 23:17:50,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
6594,68984569,3105,PIGUE PIPACO ,FOOD,-23.622995,-46.699203999999995,5,FOOD PLACE,MARKETPLACE,68984569,"VOUCHER, ONLINE",PAID,68984569,2111.0,DELIVERED,30879.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,33.9,2021-01-03 22:39:17,2021-01-03 22:53:22,2021-01-03 23:16:28,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
6597,68984592,931,GUMOUA E ISIM ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68984592,ONLINE,PAID,68984592,1224.0,DELIVERED,29267.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,124.49,2021-01-03 22:39:21,2021-01-03 22:48:33,2021-01-03 23:05:42,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6598,68984623,496,IUMPICA ,FOOD,-23.5630195,-46.652621,5,FOOD PLACE,MARKETPLACE,68984623,ONLINE,PAID,68984623,1696.0,DELIVERED,12041.0,BIKER,FREELANCE,FINISHED,65.8,2021-01-03 22:39:24,2021-01-03 23:04:44,2021-01-03 23:31:25,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
6599,68984708,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68984708,ONLINE,PAID,68984708,1250.0,DELIVERED,30149.0,BIKER,FREELANCE,FINISHED,126.0,2021-01-03 22:39:35,2021-01-03 22:56:38,2021-01-03 23:30:52,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
6600,68984768,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68984768,ONLINE,PAID,68984768,672.0,DELIVERED,8467.0,BIKER,FREELANCE,FINISHED,62.5,2021-01-03 22:39:44,2021-01-03 22:58:57,2021-01-03 23:06:30,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
6601,68984771,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68984771,ONLINE,PAID,68984771,3542.0,DELIVERED,28565.0,MOTOBOY,FREELANCE,FINISHED,136.15,2021-01-03 22:39:46,2021-01-03 23:25:27,2021-01-03 23:42:57,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
6602,68984817,496,IUMPICA ,FOOD,-23.5630195,-46.652621,5,FOOD PLACE,MARKETPLACE,68984817,ONLINE,PAID,68984817,2654.0,DELIVERED,12041.0,BIKER,FREELANCE,FINISHED,74.9,2021-01-03 22:39:54,2021-01-03 23:04:40,2021-01-03 23:24:34,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
6603,68984877,416,IUMPICA ,FOOD,-23.550407,-46.721291,6,STORE PLACE,OWN CHANNEL,68984877,VOUCHER_STORE,PAID,68984877,3146.0,DELIVERED,9509.0,MOTOBOY,FREELANCE,FINISHED,0.01,2021-01-03 22:40:10,2021-01-03 22:45:50,2021-01-03 23:11:15,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
6604,68984895,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68984895,ONLINE,PAID,68984895,1724.0,DELIVERED,30854.0,MOTOBOY,FREELANCE,FINISHED,144.8,2021-01-03 22:40:15,2021-01-03 23:03:45,2021-01-03 23:16:31,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6605,68984942,1928,SIZMUO RICAUMS ,FOOD,-25.4351398,-49.3167883,15,EATS PLACE,MARKETPLACE,68984942,ONLINE,PAID,68984942,4612.0,DELIVERED,24326.0,MOTOBOY,FREELANCE,FINISHED,151.5,2021-01-03 22:40:25,2021-01-03 22:58:42,2021-01-03 23:20:16,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
6606,68984943,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68984943,ONLINE,PAID,68984943,1964.0,DELIVERED,26251.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,103.4,2021-01-03 22:40:25,2021-01-03 23:01:14,2021-01-03 23:19:35,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
6607,68984948,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68984948,ONLINE,PAID,68984948,1325.0,DELIVERED,11756.0,MOTOBOY,FREELANCE,FINISHED,29.9,2021-01-03 22:40:25,2021-01-03 22:50:54,2021-01-03 23:17:37,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
6608,68984981,950,ISIM ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68984981,ONLINE,PAID,68984981,1853.0,DELIVERED,27294.0,MOTOBOY,FREELANCE,FINISHED,25.6,2021-01-03 22:40:34,2021-01-03 22:47:56,2021-01-03 23:04:56,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
6610,68985198,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68985198,"MEAL_BENEFIT, MEAL_BENEFIT",PAID,68985198,929.0,DELIVERED,13599.0,BIKER,FREELANCE,FINISHED,80.6,2021-01-03 22:41:04,2021-01-03 23:40:22,2021-01-12 22:20:20,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
6611,68985198,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68985198,"MEAL_BENEFIT, MEAL_BENEFIT",PAID,68985198,929.0,DELIVERED,21154.0,BIKER,FREELANCE,FINISHED,80.6,2021-01-03 22:41:04,2021-01-03 23:40:22,2021-01-12 22:20:20,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
6612,68985286,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68985286,ONLINE,PAID,68985286,3748.0,DELIVERED,6656.0,MOTOBOY,FREELANCE,FINISHED,174.3,2021-01-03 22:41:15,2021-01-03 23:04:24,2021-01-03 23:14:57,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
6613,68985359,1016,PIPS ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68985359,ONLINE,PAID,68985359,3301.0,DELIVERED,15898.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,116.5,2021-01-03 22:41:24,2021-01-03 22:59:24,2021-01-03 23:13:50,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
6615,68985370,590,VUG UP ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68985370,ONLINE,PAID,68985370,477.0,DELIVERED,9211.0,BIKER,FREELANCE,FINISHED,156.0,2021-01-03 22:41:27,2021-01-03 23:22:46,2021-01-03 23:32:28,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
6616,68985430,416,IUMPICA ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68985430,ONLINE,PAID,68985430,1388.0,DELIVERED,11063.0,MOTOBOY,FREELANCE,FINISHED,187.6,2021-01-03 22:41:34,2021-01-03 23:07:30,2021-01-03 23:25:05,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
6617,68985589,3091,PIGUE PIPACO ,FOOD,-23.570764999999998,-46.642043,5,FOOD PLACE,MARKETPLACE,68985589,"VOUCHER, ONLINE",PAID,68985589,2102.0,DELIVERED,17486.0,MOTOBOY,FREELANCE,FINISHED,35.8,2021-01-03 22:41:56,2021-01-03 22:52:16,2021-01-03 23:13:18,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
6619,68985649,656,IPALUPAES ,FOOD,-30.038145,-51.203520000000005,5,FOOD PLACE,MARKETPLACE,68985649,ONLINE,PAID,68985649,1156.0,DELIVERED,4536.0,BIKER,FREELANCE,FINISHED,79.9,2021-01-03 22:42:05,2021-01-03 23:04:34,2021-01-03 23:22:35,3,GREEN SHOPPING,PORTO ALEGRE,RS,-30.037414899999998,-51.203520000000005
6620,68985731,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68985731,ONLINE,PAID,68985731,1663.0,DELIVERED,12724.0,BIKER,FREELANCE,FINISHED,87.35,2021-01-03 22:42:15,2021-01-03 22:58:59,2021-01-03 23:15:58,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
6621,68985732,416,IUMPICA ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68985732,ONLINE,PAID,68985732,1768.0,DELIVERED,19877.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,134.6,2021-01-03 22:42:15,2021-01-03 23:05:16,2021-01-04 00:01:36,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
6623,68985819,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68985819,ONLINE,PAID,68985819,4511.0,DELIVERED,7783.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,49.9,2021-01-03 22:42:24,2021-01-03 23:04:28,2021-01-03 23:47:33,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
6624,68985898,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68985898,ONLINE,PAID,68985898,1151.0,DELIVERED,2490.0,MOTOBOY,FREELANCE,FINISHED,81.8,2021-01-03 22:42:34,2021-01-03 22:56:17,2021-01-03 23:07:18,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6625,68985901,2156,RO PISMUAS ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68985901,ONLINE,PAID,68985901,2338.0,DELIVERED,10799.0,MOTOBOY,FREELANCE,FINISHED,73.8,2021-01-03 22:42:34,2021-01-03 23:00:31,2021-01-03 23:15:43,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
6626,68985920,1928,SIZMUO RICAUMS ,FOOD,-25.4351398,-49.3167883,15,EATS PLACE,MARKETPLACE,68985920,ONLINE,PAID,68985920,5400.0,DELIVERED,26467.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,92.0,2021-01-03 22:42:36,2021-01-03 23:05:18,2021-01-03 23:18:27,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
6627,68986071,8,RASMUR S ,FOOD,-30.037414899999998,-51.203520000000005,15,EATS PLACE,MARKETPLACE,68986071,ONLINE,PAID,68986071,1603.0,DELIVERED,922.0,BIKER,FREELANCE,FINISHED,22.0,2021-01-03 22:42:58,2021-01-03 22:57:53,2021-01-03 23:15:45,3,GREEN SHOPPING,PORTO ALEGRE,RS,-30.037414899999998,-51.203520000000005
6628,68986259,191,AR PAZZI ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68986259,"VOUCHER, ONLINE",PAID,68986259,650.0,DELIVERED,12079.0,BIKER,FREELANCE,FINISHED,65.0,2021-01-03 22:43:25,2021-01-03 23:07:00,2021-01-03 23:47:08,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
6630,68986260,2749,PALLO PURGAR ,FOOD,-22.927335999999997,-43.572533,5,FOOD PLACE,MARKETPLACE,68986260,ONLINE,PAID,68986260,1002.0,DELIVERED,29669.0,MOTOBOY,FREELANCE,FINISHED,51.8,2021-01-03 22:43:25,2021-01-03 22:58:47,2021-01-03 23:09:29,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
6631,68986262,1057,IUMPICA ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68986262,ONLINE,PAID,68986262,4348.0,DELIVERED,7615.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,70.4,2021-01-03 22:43:25,2021-01-03 22:59:26,2021-01-03 23:10:31,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
6632,68986267,236,IUMPICA ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68986267,ONLINE,PAID,68986267,4504.0,DELIVERED,20500.0,MOTOBOY,FREELANCE,FINISHED,139.2,2021-01-03 22:43:26,2021-01-03 23:04:56,2021-01-03 23:32:12,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
6633,68986280,2963,MICI PULA,FOOD,-23.599551,-46.636755,1,OTHER PLACE,OWN CHANNEL,68986280,ONLINE,PAID,68986280,1301.0,DELIVERED,4586.0,MOTOBOY,FREELANCE,FINISHED,129.3,2021-01-03 22:43:27,2021-01-03 22:55:55,2021-01-03 23:07:03,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
6634,68986424,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68986424,ONLINE,PAID,68986424,1361.0,DELIVERED,25917.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,45.9,2021-01-03 22:43:44,2021-01-03 23:01:17,2021-01-03 23:26:40,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
6635,68986507,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68986507,"VOUCHER, ONLINE",PAID,68986507,1167.0,DELIVERED,16430.0,BIKER,FREELANCE,FINISHED,124.3,2021-01-03 22:43:54,2021-01-03 23:07:47,2021-01-03 23:15:29,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
6637,68986640,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68986640,ONLINE,PAID,68986640,2319.0,DELIVERED,1173.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,56.5,2021-01-03 22:44:15,2021-01-03 23:04:29,2021-01-03 23:36:32,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
6638,68986641,236,IUMPICA ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68986641,ONLINE,PAID,68986641,1439.0,DELIVERED,9222.0,MOTOBOY,FREELANCE,FINISHED,116.25,2021-01-03 22:44:15,2021-01-03 23:13:16,2021-01-03 23:33:59,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
6639,68986642,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68986642,ONLINE,PAID,68986642,289.0,DELIVERED,5232.0,MOTOBOY,FREELANCE,FINISHED,44.9,2021-01-03 22:44:15,2021-01-03 23:00:24,2021-01-03 23:07:20,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6640,68986673,3728,MU PURGAR ,FOOD,-22.887521,-43.283366,5,FOOD PLACE,MARKETPLACE,68986673,ONLINE,PAID,68986673,1159.0,DELIVERED,22036.0,MOTOBOY,FREELANCE,FINISHED,130.0,2021-01-03 22:44:19,2021-01-03 23:08:05,2021-01-03 23:20:43,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
6642,68986776,2541,GIMA ,FOOD,-22.927335999999997,-43.572533,5,FOOD PLACE,MARKETPLACE,68986776,ONLINE,PAID,68986776,3143.0,DELIVERED,14433.0,MOTOBOY,FREELANCE,FINISHED,58.3,2021-01-03 22:44:32,2021-01-03 23:03:46,2021-01-03 23:23:37,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
6643,68986792,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68986792,ONLINE,PAID,68986792,2844.0,DELIVERED,5628.0,MOTOBOY,FREELANCE,FINISHED,44.9,2021-01-03 22:44:34,2021-01-03 23:00:32,2021-01-03 23:12:18,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
6644,68986870,950,ISIM ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68986870,ONLINE,PAID,68986870,3419.0,DELIVERED,29966.0,MOTOBOY,FREELANCE,FINISHED,105.6,2021-01-03 22:44:42,2021-01-03 22:53:07,2021-01-03 23:32:20,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
6645,68986892,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68986892,ONLINE,PAID,68986892,2264.0,DELIVERED,303.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,49.0,2021-01-03 22:44:45,2021-01-03 23:28:33,2021-01-04 00:37:15,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
6646,68986981,1057,IUMPICA ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68986981,ONLINE,PAID,68986981,4433.0,DELIVERED,15834.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,87.4,2021-01-03 22:44:55,2021-01-03 23:10:04,2021-01-03 23:29:04,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
6647,68987042,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68987042,ONLINE,PAID,68987042,2638.0,DELIVERED,26832.0,MOTOBOY,FREELANCE,FINISHED,111.0,2021-01-03 22:45:05,2021-01-03 23:04:52,2021-01-03 23:34:51,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
6648,68987128,236,IUMPICA ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68987128,ONLINE,PAID,68987128,1252.0,DELIVERED,10024.0,BIKER,FREELANCE,FINISHED,135.2,2021-01-03 22:45:15,2021-01-03 23:13:19,2021-01-03 23:29:30,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
6649,68987132,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68987132,ONLINE,PAID,68987132,2226.0,DELIVERED,8958.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,65.4,2021-01-03 22:45:15,2021-01-03 22:54:32,2021-01-03 23:22:59,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
6650,68987133,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68987133,ONLINE,PAID,68987133,3292.0,DELIVERED,13322.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,63.5,2021-01-03 22:45:15,2021-01-03 23:14:05,2021-01-03 23:40:56,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
6651,68987427,1984,SUSZAIGA ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68987427,ONLINE,PAID,68987427,1144.0,DELIVERED,17764.0,BIKER,FREELANCE,FINISHED,84.1,2021-01-03 22:45:55,2021-01-03 23:01:26,2021-01-03 23:16:23,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
6652,68987428,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68987428,DEBIT,PAID,68987428,3586.0,DELIVERED,3884.0,MOTOBOY,FREELANCE,FINISHED,143.4,2021-01-03 22:45:55,2021-01-03 23:25:40,2021-01-03 23:57:30,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
